date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
2015-08-01,islington,646005,E09000019,222,2213.0,1
2015-09-01,islington,657610,E09000019,194,2192.0,1
2015-10-01,islington,656970,E09000019,184,2399.0,1
2015-11-01,islington,652896,E09000019,197,2400.0,1
2015-12-01,islington,638445,E09000019,198,2427.0,1
2016-01-01,islington,638496,E09000019,170,2420.0,1
2016-02-01,islington,628362,E09000019,172,2232.0,1
2016-03-01,islington,646021,E09000019,529,2186.0,1
2016-04-01,islington,640534,E09000019,163,2164.0,1
2016-05-01,islington,645784,E09000019,141,2227.0,1
2016-06-01,islington,632660,E09000019,153,2522.0,1
2016-07-01,islington,648907,E09000019,221,2649.0,1
2016-08-01,islington,657819,E09000019,161,2266.0,1
2016-09-01,islington,647014,E09000019,163,2183.0,1
2016-10-01,islington,634621,E09000019,156,2308.0,1
2016-11-01,islington,637573,E09000019,148,2303.0,1
2016-12-01,islington,647853,E09000019,163,2392.0,1
2017-01-01,islington,639571,E09000019,133,2321.0,1
2017-02-01,islington,622393,E09000019,115,2261.0,1
2017-03-01,islington,621583,E09000019,158,2890.0,1
2017-04-01,islington,638977,E09000019,127,2424.0,1
2017-05-01,islington,659548,E09000019,116,2891.0,1
2017-06-01,islington,665437,E09000019,173,3068.0,1
2017-07-01,islington,667847,E09000019,151,3017.0,1
2017-08-01,islington,673655,E09000019,167,2836.0,1
2017-09-01,islington,670683,E09000019,160,2663.0,1
2017-10-01,islington,657949,E09000019,127,2781.0,1
2017-11-01,islington,644362,E09000019,132,2600.0,1
2017-12-01,islington,639371,E09000019,135,2458.0,1
2018-01-01,islington,652264,E09000019,120,2591.0,1
2018-02-01,islington,646991,E09000019,117,2044.0,1
2018-03-01,islington,651933,E09000019,133,2133.0,1
2018-04-01,islington,637412,E09000019,124,2345.0,1
2018-05-01,islington,651023,E09000019,131,2380.0,1
2018-06-01,islington,655134,E09000019,119,2555.0,1
2018-07-01,islington,677798,E09000019,159,2697.0,1
2018-08-01,islington,667866,E09000019,190,2293.0,1
2018-09-01,islington,660512,E09000019,188,2365.0,1
2018-10-01,islington,634943,E09000019,155,2621.0,1
2018-11-01,islington,636823,E09000019,171,2368.0,1
2018-12-01,islington,625190,E09000019,145,2399.0,1
2019-01-01,islington,635328,E09000019,128,2478.0,1
2019-02-01,islington,627120,E09000019,156,2206.0,1
2019-03-01,islington,627543,E09000019,165,2512.0,1
2019-04-01,islington,619883,E09000019,129,2524.0,1
2019-05-01,islington,623358,E09000019,142,2519.0,1
2019-06-01,islington,627183,E09000019,143,2317.0,1
2019-07-01,islington,632614,E09000019,168,2846.0,1
2019-08-01,islington,649329,E09000019,172,2466.0,1
2019-09-01,islington,656948,E09000019,115,2533.0,1
2019-10-01,islington,645971,E09000019,142,2842.0,1
2019-11-01,islington,629164,E09000019,130,2653.0,1
2019-12-01,islington,645161,E09000019,,2421.0,1
2020-01-01,islington,673418,E09000019,,2597.0,1
1995-01-01,kensington and chelsea,182695,E09000020,324,,1
1995-02-01,kensington and chelsea,182345,E09000020,207,,1
1995-03-01,kensington and chelsea,182879,E09000020,318,,1
1995-04-01,kensington and chelsea,184177,E09000020,293,,1
1995-05-01,kensington and chelsea,191474,E09000020,274,,1
1995-06-01,kensington and chelsea,197266,E09000020,294,,1
1995-07-01,kensington and chelsea,197963,E09000020,314,,1
1995-08-01,kensington and chelsea,198037,E09000020,279,,1
1995-09-01,kensington and chelsea,197048,E09000020,287,,1
1995-10-01,kensington and chelsea,200006,E09000020,243,,1
1995-11-01,kensington and chelsea,199675,E09000020,269,,1
1995-12-01,kensington and chelsea,200722,E09000020,304,,1
1996-01-01,kensington and chelsea,198312,E09000020,257,,1
1996-02-01,kensington and chelsea,195950,E09000020,220,,1
1996-03-01,kensington and chelsea,197477,E09000020,293,,1
1996-04-01,kensington and chelsea,201218,E09000020,324,,1
1996-05-01,kensington and chelsea,202341,E09000020,366,,1
1996-06-01,kensington and chelsea,199343,E09000020,305,,1
1996-07-01,kensington and chelsea,207443,E09000020,440,,1
1996-08-01,kensington and chelsea,209218,E09000020,426,,1
1996-09-01,kensington and chelsea,220388,E09000020,411,,1
1996-10-01,kensington and chelsea,217286,E09000020,364,,1
1996-11-01,kensington and chelsea,223197,E09000020,425,,1
1996-12-01,kensington and chelsea,213709,E09000020,440,,1
1997-01-01,kensington and chelsea,225231,E09000020,428,,1
1997-02-01,kensington and chelsea,230873,E09000020,375,,1
1997-03-01,kensington and chelsea,237079,E09000020,359,,1
1997-04-01,kensington and chelsea,238468,E09000020,410,,1
1997-05-01,kensington and chelsea,236535,E09000020,433,,1
1997-06-01,kensington and chelsea,247303,E09000020,439,,1
1997-07-01,kensington and chelsea,254978,E09000020,478,,1
1997-08-01,kensington and chelsea,257691,E09000020,357,,1
1997-09-01,kensington and chelsea,256336,E09000020,419,,1
1997-10-01,kensington and chelsea,251863,E09000020,341,,1
1997-11-01,kensington and chelsea,258398,E09000020,334,,1
1997-12-01,kensington and chelsea,265112,E09000020,334,,1
1998-01-01,kensington and chelsea,269224,E09000020,315,,1
1998-02-01,kensington and chelsea,270629,E09000020,236,,1
1998-03-01,kensington and chelsea,265000,E09000020,355,,1
1998-04-01,kensington and chelsea,270216,E09000020,334,,1
1998-05-01,kensington and chelsea,273275,E09000020,334,,1
1998-06-01,kensington and chelsea,277600,E09000020,358,,1
1998-07-01,kensington and chelsea,272128,E09000020,395,,1
1998-08-01,kensington and chelsea,271068,E09000020,356,,1
1998-09-01,kensington and chelsea,266527,E09000020,369,,1
1998-10-01,kensington and chelsea,262419,E09000020,349,,1
1998-11-01,kensington and chelsea,255844,E09000020,341,,1
1998-12-01,kensington and chelsea,266271,E09000020,339,,1
1999-01-01,kensington and chelsea,278269,E09000020,292,,1
1999-02-01,kensington and chelsea,289467,E09000020,267,,1
1999-03-01,kensington and chelsea,285638,E09000020,428,,1
1999-04-01,kensington and chelsea,283232,E09000020,446,,1
1999-05-01,kensington and chelsea,291011,E09000020,398,,1
1999-06-01,kensington and chelsea,300774,E09000020,491,,1
1999-07-01,kensington and chelsea,309698,E09000020,515,,1
1999-08-01,kensington and chelsea,317394,E09000020,460,,1
1999-09-01,kensington and chelsea,333918,E09000020,485,,1
1999-10-01,kensington and chelsea,341202,E09000020,395,,1
1999-11-01,kensington and chelsea,352620,E09000020,412,,1
1999-12-01,kensington and chelsea,354241,E09000020,428,,1
2000-01-01,kensington and chelsea,355951,E09000020,385,,1
2000-02-01,kensington and chelsea,352516,E09000020,355,,1
2000-03-01,kensington and chelsea,360878,E09000020,484,,1
2000-04-01,kensington and chelsea,376493,E09000020,425,,1
2000-05-01,kensington and chelsea,382489,E09000020,375,,1
2000-06-01,kensington and chelsea,372276,E09000020,374,,1
2000-07-01,kensington and chelsea,384497,E09000020,312,,1
2000-08-01,kensington and chelsea,388375,E09000020,294,,1
2000-09-01,kensington and chelsea,397353,E09000020,306,,1
2000-10-01,kensington and chelsea,371261,E09000020,336,,1
2000-11-01,kensington and chelsea,386824,E09000020,317,,1
2000-12-01,kensington and chelsea,392714,E09000020,333,,1
2001-01-01,kensington and chelsea,407739,E09000020,276,2137.0,1
2001-02-01,kensington and chelsea,394886,E09000020,277,1955.0,1
2001-03-01,kensington and chelsea,406200,E09000020,394,2314.0,1
2001-04-01,kensington and chelsea,418016,E09000020,335,2129.0,1
2001-05-01,kensington and chelsea,417771,E09000020,364,2242.0,1
2001-06-01,kensington and chelsea,423411,E09000020,341,2149.0,1
2001-07-01,kensington and chelsea,434521,E09000020,424,2196.0,1
2001-08-01,kensington and chelsea,451028,E09000020,367,2242.0,1
2001-09-01,kensington and chelsea,438215,E09000020,321,1995.0,1
2001-10-01,kensington and chelsea,424833,E09000020,300,2272.0,1
2001-11-01,kensington and chelsea,412659,E09000020,295,2197.0,1
2001-12-01,kensington and chelsea,412275,E09000020,246,2034.0,1
2002-01-01,kensington and chelsea,407492,E09000020,281,2176.0,1
2002-02-01,kensington and chelsea,406516,E09000020,264,1875.0,1
2002-03-01,kensington and chelsea,414376,E09000020,442,2209.0,1
2002-04-01,kensington and chelsea,440746,E09000020,401,2395.0,1
2002-05-01,kensington and chelsea,467441,E09000020,470,2333.0,1
2002-06-01,kensington and chelsea,486673,E09000020,406,2170.0,1
2002-07-01,kensington and chelsea,497538,E09000020,415,2322.0,1
2002-08-01,kensington and chelsea,490267,E09000020,445,2454.0,1
2002-09-01,kensington and chelsea,486338,E09000020,345,2164.0,1
2002-10-01,kensington and chelsea,474862,E09000020,350,2261.0,1
2002-11-01,kensington and chelsea,484175,E09000020,302,2018.0,1
2002-12-01,kensington and chelsea,468164,E09000020,282,1999.0,1
2003-01-01,kensington and chelsea,466463,E09000020,285,2159.0,1
2003-02-01,kensington and chelsea,452671,E09000020,206,1864.0,1
2003-03-01,kensington and chelsea,455466,E09000020,205,2060.0,1
2003-04-01,kensington and chelsea,456330,E09000020,178,1958.0,1
2003-05-01,kensington and chelsea,452104,E09000020,226,2028.0,1
2003-06-01,kensington and chelsea,464442,E09000020,207,2164.0,1
2003-07-01,kensington and chelsea,455925,E09000020,282,2121.0,1
2003-08-01,kensington and chelsea,454476,E09000020,333,2363.0,1
2003-09-01,kensington and chelsea,448908,E09000020,417,2017.0,1
2003-10-01,kensington and chelsea,459283,E09000020,360,2045.0,1
2003-11-01,kensington and chelsea,471114,E09000020,386,1948.0,1
2003-12-01,kensington and chelsea,488704,E09000020,366,1873.0,1
2004-01-01,kensington and chelsea,495894,E09000020,340,2034.0,1
2004-02-01,kensington and chelsea,506469,E09000020,308,1921.0,1
2004-03-01,kensington and chelsea,504555,E09000020,354,2180.0,1
2004-04-01,kensington and chelsea,490464,E09000020,401,1983.0,1
2004-05-01,kensington and chelsea,488594,E09000020,360,2112.0,1
2004-06-01,kensington and chelsea,492778,E09000020,363,2082.0,1
2004-07-01,kensington and chelsea,534860,E09000020,423,2145.0,1
2004-08-01,kensington and chelsea,547674,E09000020,317,2176.0,1
2004-09-01,kensington and chelsea,559286,E09000020,340,1901.0,1
2004-10-01,kensington and chelsea,523246,E09000020,275,2158.0,1
2004-11-01,kensington and chelsea,517540,E09000020,247,1898.0,1
2004-12-01,kensington and chelsea,484880,E09000020,278,1691.0,1
2005-01-01,kensington and chelsea,477958,E09000020,257,1683.0,1
2005-02-01,kensington and chelsea,480086,E09000020,189,1545.0,1
2005-03-01,kensington and chelsea,489291,E09000020,274,1792.0,1
2005-04-01,kensington and chelsea,507964,E09000020,294,1824.0,1
2005-05-01,kensington and chelsea,518054,E09000020,274,1945.0,1
2005-06-01,kensington and chelsea,527082,E09000020,315,1841.0,1
2005-07-01,kensington and chelsea,540566,E09000020,327,1920.0,1
2005-08-01,kensington and chelsea,529996,E09000020,286,2136.0,1
2005-09-01,kensington and chelsea,542761,E09000020,331,1828.0,1
2005-10-01,kensington and chelsea,532195,E09000020,231,1866.0,1
2005-11-01,kensington and chelsea,540675,E09000020,273,1767.0,1
2005-12-01,kensington and chelsea,555847,E09000020,299,1736.0,1
2006-01-01,kensington and chelsea,565247,E09000020,319,1759.0,1
2006-02-01,kensington and chelsea,569195,E09000020,233,1536.0,1
2006-03-01,kensington and chelsea,570415,E09000020,371,1809.0,1
2006-04-01,kensington and chelsea,581164,E09000020,347,1636.0,1
2006-05-01,kensington and chelsea,590768,E09000020,338,1788.0,1
2006-06-01,kensington and chelsea,599841,E09000020,400,1869.0,1
2006-07-01,kensington and chelsea,606796,E09000020,366,1877.0,1
2006-08-01,kensington and chelsea,609829,E09000020,355,2113.0,1
2006-09-01,kensington and chelsea,603462,E09000020,394,1873.0,1
2006-10-01,kensington and chelsea,604626,E09000020,360,1951.0,1
2006-11-01,kensington and chelsea,630206,E09000020,350,2150.0,1
2006-12-01,kensington and chelsea,644541,E09000020,375,1771.0,1
2007-01-01,kensington and chelsea,682118,E09000020,397,2096.0,1
2007-02-01,kensington and chelsea,695308,E09000020,317,1800.0,1
2007-03-01,kensington and chelsea,712066,E09000020,352,2030.0,1
2007-04-01,kensington and chelsea,718862,E09000020,311,1980.0,1
2007-05-01,kensington and chelsea,718509,E09000020,320,1977.0,1
2007-06-01,kensington and chelsea,723633,E09000020,327,1956.0,1
2007-07-01,kensington and chelsea,746127,E09000020,372,1926.0,1
2007-08-01,kensington and chelsea,779957,E09000020,328,2309.0,1
2007-09-01,kensington and chelsea,830950,E09000020,275,1674.0,1
2007-10-01,kensington and chelsea,808270,E09000020,226,1780.0,1
2007-11-01,kensington and chelsea,777268,E09000020,299,1810.0,1
2007-12-01,kensington and chelsea,767083,E09000020,168,1623.0,1
2008-01-01,kensington and chelsea,810781,E09000020,186,1737.0,1
2008-02-01,kensington and chelsea,832753,E09000020,149,1608.0,1
2008-03-01,kensington and chelsea,808429,E09000020,133,1835.0,1
2008-04-01,kensington and chelsea,762673,E09000020,186,1759.0,1
2008-05-01,kensington and chelsea,760593,E09000020,162,1870.0,1
2008-06-01,kensington and chelsea,766472,E09000020,133,1757.0,1
2008-07-01,kensington and chelsea,822508,E09000020,164,1832.0,1
2008-08-01,kensington and chelsea,806857,E09000020,117,2364.0,1
2008-09-01,kensington and chelsea,811950,E09000020,155,1656.0,1
2008-10-01,kensington and chelsea,754939,E09000020,117,1755.0,1
2008-11-01,kensington and chelsea,754636,E09000020,90,1694.0,1
2008-12-01,kensington and chelsea,725424,E09000020,105,1579.0,1
2009-01-01,kensington and chelsea,668546,E09000020,78,1523.0,1
2009-02-01,kensington and chelsea,627150,E09000020,95,1462.0,1
2009-03-01,kensington and chelsea,598430,E09000020,121,1630.0,1
2009-04-01,kensington and chelsea,622563,E09000020,137,1557.0,1
2009-05-01,kensington and chelsea,664598,E09000020,137,1671.0,1
2009-06-01,kensington and chelsea,719453,E09000020,173,1754.0,1
2009-07-01,kensington and chelsea,770240,E09000020,232,1716.0,1
2009-08-01,kensington and chelsea,782459,E09000020,187,1837.0,1
2009-09-01,kensington and chelsea,763330,E09000020,228,1787.0,1
2009-10-01,kensington and chelsea,736741,E09000020,229,1760.0,1
2009-11-01,kensington and chelsea,753693,E09000020,226,1558.0,1
2009-12-01,kensington and chelsea,755047,E09000020,176,1528.0,1
2010-01-01,kensington and chelsea,794620,E09000020,202,1477.0,1
2010-02-01,kensington and chelsea,778622,E09000020,151,1493.0,1
2010-03-01,kensington and chelsea,820954,E09000020,207,1719.0,1
2010-04-01,kensington and chelsea,818816,E09000020,221,1630.0,1
2010-05-01,kensington and chelsea,855775,E09000020,181,1773.0,1
2010-06-01,kensington and chelsea,821510,E09000020,224,1785.0,1
2010-07-01,kensington and chelsea,845614,E09000020,253,1939.0,1
2010-08-01,kensington and chelsea,826390,E09000020,198,2092.0,1
2010-09-01,kensington and chelsea,863878,E09000020,218,1972.0,1
2010-10-01,kensington and chelsea,859065,E09000020,197,1811.0,1
2010-11-01,kensington and chelsea,877861,E09000020,177,1628.0,1
2010-12-01,kensington and chelsea,884674,E09000020,201,1595.0,1
2011-01-01,kensington and chelsea,860460,E09000020,182,1685.0,1
2011-02-01,kensington and chelsea,844014,E09000020,164,1487.0,1
2011-03-01,kensington and chelsea,879557,E09000020,235,1785.0,1
2011-04-01,kensington and chelsea,959520,E09000020,266,1645.0,1
2011-05-01,kensington and chelsea,939202,E09000020,158,1950.0,1
2011-06-01,kensington and chelsea,911740,E09000020,187,1671.0,1
2011-07-01,kensington and chelsea,877358,E09000020,245,1672.0,1
2011-08-01,kensington and chelsea,912819,E09000020,235,1995.0,1
2011-09-01,kensington and chelsea,931099,E09000020,238,1534.0,1
2011-10-01,kensington and chelsea,916676,E09000020,184,1555.0,1
2011-11-01,kensington and chelsea,950767,E09000020,202,1836.0,1
2011-12-01,kensington and chelsea,919569,E09000020,167,1754.0,1
2012-01-01,kensington and chelsea,929644,E09000020,187,1748.0,1
2012-02-01,kensington and chelsea,933654,E09000020,167,1536.0,1
2012-03-01,kensington and chelsea,941251,E09000020,159,1887.0,1
2012-04-01,kensington and chelsea,970715,E09000020,170,1720.0,1
2012-05-01,kensington and chelsea,974635,E09000020,190,1801.0,1
2012-06-01,kensington and chelsea,1030803,E09000020,190,1676.0,1
2012-07-01,kensington and chelsea,1032875,E09000020,234,1713.0,1
2012-08-01,kensington and chelsea,1042777,E09000020,173,2458.0,1
2012-09-01,kensington and chelsea,1058206,E09000020,196,1635.0,1
2012-10-01,kensington and chelsea,1077366,E09000020,181,1778.0,1
2012-11-01,kensington and chelsea,1071778,E09000020,184,1683.0,1
2012-12-01,kensington and chelsea,1044834,E09000020,189,1723.0,1
2013-01-01,kensington and chelsea,1067550,E09000020,181,1663.0,1
2013-02-01,kensington and chelsea,1060810,E09000020,145,1583.0,1
2013-03-01,kensington and chelsea,1076419,E09000020,206,1412.0,1
2013-04-01,kensington and chelsea,1043141,E09000020,174,1455.0,1
2013-05-01,kensington and chelsea,1086593,E09000020,221,1405.0,1
2013-06-01,kensington and chelsea,1122471,E09000020,219,1415.0,1
2013-07-01,kensington and chelsea,1159559,E09000020,280,1487.0,1
2013-08-01,kensington and chelsea,1189245,E09000020,249,2167.0,1
2013-09-01,kensington and chelsea,1217729,E09000020,258,1465.0,1
2013-10-01,kensington and chelsea,1172514,E09000020,221,1476.0,1
2013-11-01,kensington and chelsea,1168770,E09000020,262,1482.0,1
2013-12-01,kensington and chelsea,1154073,E09000020,230,1399.0,1
2014-01-01,kensington and chelsea,1204771,E09000020,280,1402.0,1
2014-02-01,kensington and chelsea,1198222,E09000020,222,1347.0,1
2014-03-01,kensington and chelsea,1209578,E09000020,222,1473.0,1
2014-04-01,kensington and chelsea,1231111,E09000020,267,1531.0,1
2014-05-01,kensington and chelsea,1263468,E09000020,269,1492.0,1
2014-06-01,kensington and chelsea,1297755,E09000020,213,1453.0,1
2014-07-01,kensington and chelsea,1345616,E09000020,251,1460.0,1
2014-08-01,kensington and chelsea,1347030,E09000020,217,2089.0,1
2014-09-01,kensington and chelsea,1344464,E09000020,208,1429.0,1
2014-10-01,kensington and chelsea,1334423,E09000020,228,1610.0,1
2014-11-01,kensington and chelsea,1365050,E09000020,158,1555.0,1
2014-12-01,kensington and chelsea,1319380,E09000020,169,1619.0,1
2015-01-01,kensington and chelsea,1313357,E09000020,187,1566.0,1
2015-02-01,kensington and chelsea,1287616,E09000020,180,1413.0,1
2015-03-01,kensington and chelsea,1306557,E09000020,195,1620.0,1
2015-04-01,kensington and chelsea,1291645,E09000020,156,1475.0,1
2015-05-01,kensington and chelsea,1306192,E09000020,170,1637.0,1
2015-06-01,kensington and chelsea,1293028,E09000020,182,1637.0,1
2015-07-01,kensington and chelsea,1328276,E09000020,201,1650.0,1
2015-08-01,kensington and chelsea,1316116,E09000020,169,1752.0,1
2015-09-01,kensington and chelsea,1353679,E09000020,190,1809.0,1
2015-10-01,kensington and chelsea,1268780,E09000020,171,1762.0,1
2015-11-01,kensington and chelsea,1295078,E09000020,160,1672.0,1
2015-12-01,kensington and chelsea,1264909,E09000020,217,1724.0,1
2016-01-01,kensington and chelsea,1335351,E09000020,170,1565.0,1
2016-02-01,kensington and chelsea,1294603,E09000020,141,1417.0,1
2016-03-01,kensington and chelsea,1319174,E09000020,491,1565.0,1
2016-04-01,kensington and chelsea,1303324,E09000020,95,1471.0,1
2016-05-01,kensington and chelsea,1282708,E09000020,90,1677.0,1
2016-06-01,kensington and chelsea,1246352,E09000020,124,1678.0,1
2016-07-01,kensington and chelsea,1229599,E09000020,105,1698.0,1
2016-08-01,kensington and chelsea,1206813,E09000020,96,2506.0,1
2016-09-01,kensington and chelsea,1226681,E09000020,114,1760.0,1
2016-10-01,kensington and chelsea,1217676,E09000020,104,1650.0,1
2016-11-01,kensington and chelsea,1295310,E09000020,125,1588.0,1
2016-12-01,kensington and chelsea,1357231,E09000020,172,1681.0,1
2017-01-01,kensington and chelsea,1394421,E09000020,136,1534.0,1
2017-02-01,kensington and chelsea,1412255,E09000020,109,1367.0,1
2017-03-01,kensington and chelsea,1380049,E09000020,152,1824.0,1
2017-04-01,kensington and chelsea,1399839,E09000020,124,1723.0,1
2017-05-01,kensington and chelsea,1388174,E09000020,125,1828.0,1
2017-06-01,kensington and chelsea,1341276,E09000020,171,1748.0,1
2017-07-01,kensington and chelsea,1304186,E09000020,123,1962.0,1
2017-08-01,kensington and chelsea,1257578,E09000020,124,2418.0,1
2017-09-01,kensington and chelsea,1270090,E09000020,137,1780.0,1
2017-10-01,kensington and chelsea,1278113,E09000020,111,1755.0,1
2017-11-01,kensington and chelsea,1344311,E09000020,115,1842.0,1
2017-12-01,kensington and chelsea,1364185,E09000020,138,1736.0,1
2018-01-01,kensington and chelsea,1463378,E09000020,129,1737.0,1
2018-02-01,kensington and chelsea,1378878,E09000020,89,1737.0,1
2018-03-01,kensington and chelsea,1392610,E09000020,125,1681.0,1
2018-04-01,kensington and chelsea,1325081,E09000020,117,1644.0,1
2018-05-01,kensington and chelsea,1301729,E09000020,86,1771.0,1
2018-06-01,kensington and chelsea,1306556,E09000020,133,1831.0,1
2018-07-01,kensington and chelsea,1334876,E09000020,119,1915.0,1
2018-08-01,kensington and chelsea,1418032,E09000020,103,2339.0,1
2018-09-01,kensington and chelsea,1388037,E09000020,117,1787.0,1
2018-10-01,kensington and chelsea,1348121,E09000020,133,1803.0,1
2018-11-01,kensington and chelsea,1363458,E09000020,91,1898.0,1
2018-12-01,kensington and chelsea,1345805,E09000020,84,1922.0,1
2019-01-01,kensington and chelsea,1285331,E09000020,117,1808.0,1
2019-02-01,kensington and chelsea,1259725,E09000020,94,1765.0,1
2019-03-01,kensington and chelsea,1218687,E09000020,107,2023.0,1
2019-04-01,kensington and chelsea,1266556,E09000020,101,1873.0,1
2019-05-01,kensington and chelsea,1237349,E09000020,112,1933.0,1
2019-06-01,kensington and chelsea,1294113,E09000020,110,2120.0,1
2019-07-01,kensington and chelsea,1288940,E09000020,133,2233.0,1
2019-08-01,kensington and chelsea,1262257,E09000020,124,2778.0,1
2019-09-01,kensington and chelsea,1246384,E09000020,109,2056.0,1
2019-10-01,kensington and chelsea,1191209,E09000020,105,2206.0,1
2019-11-01,kensington and chelsea,1193336,E09000020,113,2240.0,1
2019-12-01,kensington and chelsea,1221608,E09000020,,2205.0,1
2020-01-01,kensington and chelsea,1178166,E09000020,,1979.0,1
1995-01-01,kingston upon thames,80876,E09000021,213,,1
1995-02-01,kingston upon thames,81230,E09000021,185,,1
1995-03-01,kingston upon thames,81111,E09000021,221,,1
1995-04-01,kingston upon thames,81673,E09000021,194,,1
1995-05-01,kingston upon thames,82124,E09000021,229,,1
1995-06-01,kingston upon thames,82206,E09000021,262,,1
1995-07-01,kingston upon thames,82526,E09000021,261,,1
1995-08-01,kingston upon thames,83343,E09000021,278,,1
1995-09-01,kingston upon thames,85111,E09000021,267,,1
1995-10-01,kingston upon thames,85727,E09000021,232,,1
1995-11-01,kingston upon thames,84557,E09000021,259,,1
1995-12-01,kingston upon thames,83584,E09000021,270,,1
1996-01-01,kingston upon thames,82561,E09000021,174,,1
1996-02-01,kingston upon thames,84365,E09000021,190,,1
1996-03-01,kingston upon thames,84656,E09000021,251,,1
1996-04-01,kingston upon thames,86285,E09000021,268,,1
1996-05-01,kingston upon thames,85939,E09000021,316,,1
1996-06-01,kingston upon thames,87987,E09000021,279,,1
1996-07-01,kingston upon thames,87525,E09000021,296,,1
1996-08-01,kingston upon thames,88158,E09000021,359,,1
1996-09-01,kingston upon thames,88162,E09000021,291,,1
1996-10-01,kingston upon thames,89015,E09000021,319,,1
1996-11-01,kingston upon thames,89552,E09000021,307,,1
1996-12-01,kingston upon thames,90009,E09000021,347,,1
1997-01-01,kingston upon thames,91652,E09000021,234,,1
1997-02-01,kingston upon thames,92613,E09000021,290,,1
1997-03-01,kingston upon thames,93820,E09000021,303,,1
1997-04-01,kingston upon thames,94919,E09000021,308,,1
1997-05-01,kingston upon thames,97263,E09000021,332,,1
1997-06-01,kingston upon thames,97628,E09000021,360,,1
1997-07-01,kingston upon thames,100235,E09000021,430,,1
1997-08-01,kingston upon thames,101607,E09000021,406,,1
1997-09-01,kingston upon thames,104934,E09000021,374,,1
1997-10-01,kingston upon thames,105335,E09000021,350,,1
1997-11-01,kingston upon thames,107889,E09000021,329,,1
1997-12-01,kingston upon thames,110385,E09000021,380,,1
1998-01-01,kingston upon thames,112996,E09000021,283,,1
1998-02-01,kingston upon thames,111799,E09000021,219,,1
1998-03-01,kingston upon thames,109702,E09000021,271,,1
1998-04-01,kingston upon thames,109781,E09000021,292,,1
1998-05-01,kingston upon thames,112487,E09000021,338,,1
1998-06-01,kingston upon thames,116420,E09000021,272,,1
1998-07-01,kingston upon thames,118317,E09000021,395,,1
1998-08-01,kingston upon thames,120298,E09000021,327,,1
1998-09-01,kingston upon thames,120943,E09000021,328,,1
1998-10-01,kingston upon thames,121774,E09000021,303,,1
1998-11-01,kingston upon thames,121898,E09000021,266,,1
1998-12-01,kingston upon thames,120382,E09000021,260,,1
1999-01-01,kingston upon thames,119773,E09000021,215,,1
1999-02-01,kingston upon thames,118098,E09000021,204,,1
1999-03-01,kingston upon thames,119697,E09000021,275,,1
1999-04-01,kingston upon thames,121128,E09000021,327,,1
1999-05-01,kingston upon thames,124602,E09000021,332,,1
1999-06-01,kingston upon thames,127260,E09000021,354,,1
1999-07-01,kingston upon thames,130427,E09000021,449,,1
1999-08-01,kingston upon thames,133296,E09000021,425,,1
1999-09-01,kingston upon thames,136296,E09000021,395,,1
1999-10-01,kingston upon thames,139655,E09000021,379,,1
1999-11-01,kingston upon thames,141565,E09000021,378,,1
1999-12-01,kingston upon thames,144567,E09000021,331,,1
2000-01-01,kingston upon thames,146959,E09000021,242,,1
2000-02-01,kingston upon thames,151118,E09000021,235,,1
2000-03-01,kingston upon thames,153883,E09000021,339,,1
2000-04-01,kingston upon thames,158072,E09000021,326,,1
2000-05-01,kingston upon thames,161339,E09000021,316,,1
2000-06-01,kingston upon thames,164611,E09000021,327,,1
2000-07-01,kingston upon thames,165708,E09000021,333,,1
2000-08-01,kingston upon thames,168037,E09000021,272,,1
2000-09-01,kingston upon thames,169491,E09000021,278,,1
2000-10-01,kingston upon thames,171714,E09000021,274,,1
2000-11-01,kingston upon thames,171133,E09000021,269,,1
2000-12-01,kingston upon thames,171603,E09000021,317,,1
2001-01-01,kingston upon thames,171213,E09000021,216,1201.0,1
2001-02-01,kingston upon thames,171737,E09000021,227,1063.0,1
2001-03-01,kingston upon thames,169882,E09000021,290,1179.0,1
2001-04-01,kingston upon thames,171664,E09000021,321,1155.0,1
2001-05-01,kingston upon thames,173684,E09000021,325,1180.0,1
2001-06-01,kingston upon thames,177536,E09000021,405,1122.0,1
2001-07-01,kingston upon thames,180584,E09000021,345,992.0,1
2001-08-01,kingston upon thames,182159,E09000021,428,999.0,1
2001-09-01,kingston upon thames,185946,E09000021,341,950.0,1
2001-10-01,kingston upon thames,186103,E09000021,380,1066.0,1
2001-11-01,kingston upon thames,187917,E09000021,361,1132.0,1
2001-12-01,kingston upon thames,187446,E09000021,290,992.0,1
2002-01-01,kingston upon thames,189539,E09000021,280,1070.0,1
2002-02-01,kingston upon thames,189132,E09000021,248,1078.0,1
2002-03-01,kingston upon thames,189180,E09000021,358,1103.0,1
2002-04-01,kingston upon thames,192404,E09000021,326,1151.0,1
2002-05-01,kingston upon thames,197285,E09000021,464,1119.0,1
2002-06-01,kingston upon thames,201145,E09000021,328,1133.0,1
2002-07-01,kingston upon thames,202909,E09000021,424,1128.0,1
2002-08-01,kingston upon thames,206661,E09000021,406,1173.0,1
2002-09-01,kingston upon thames,212565,E09000021,383,1106.0,1
2002-10-01,kingston upon thames,215958,E09000021,392,1129.0,1
2002-11-01,kingston upon thames,218134,E09000021,329,1138.0,1
